id,x,y,diameter,orientation_x,orientation_y,orientation_z
402,-43.9454,-48.5107,0.0472,-0.0143,-0.0184,0.9997
403,-43.6399,-55.5423,0.0644,0.017,-0.0254,0.9995
404,-42.624,-56.1532,0.0683,0.0435,-0.0109,0.999
405,-40.7769,-57.1592,0.0767,0.0846,-0.0269,0.996
406,-36.2384,-59.7264,0.0706,-0.0314,-0.0153,0.9994
407,-27.3847,-57.8556,0.0638,0.0191,-0.0038,0.9998
408,-41.4671,-60.1194,0.0739,0.0607,-0.0269,0.9978
409,-39.6876,-61.1506,0.0779,0.0038,-0.0288,0.9996
410,-38.7611,-61.6557,0.0866,0.0346,0.0194,0.9992
411,-44.553,-55.0197,0.0524,0.0233,0.0233,0.9995
412,-32.4402,-61.8379,0.0742,0.0946,-0.0461,0.9944
413,-37.8503,-62.1743,0.0819,0.0053,-0.0147,0.9999
414,-36.8151,-62.7325,0.0737,0.006,-0.0516,0.9986
415,-35.856,-63.2575,0.0719,0.0966,-0.0163,0.9952
416,-45.4738,-54.4988,0.0587,0.0018,0.0029,1.0
417,-44.24,-58.5906,0.0692,0.0344,-0.0564,0.9978
418,-42.3897,-59.611,0.0708,0.0444,-0.075,0.9962
419,-34.9434,-63.7685,0.0682,0.0441,-0.0652,0.9969
420,-45.5851,-50.9948,0.0441,-0.0018,-0.0469,0.9989
421,-43.2931,-59.1097,0.0727,0.052,-0.0274,0.9983
422,-34.0458,-64.2752,0.0639,0.063,-0.0179,0.9979
423,-46.1637,-57.4655,0.0647,0.018,0.0099,0.9998
424,-45.2385,-57.9787,0.0689,0.0252,0.022,0.9994
425,-44.021,-62.1415,0.0683,0.0665,-0.0562,0.9962
426,-43.1048,-62.64,0.0692,0.0541,0.0257,0.9982
427,-41.3202,-63.6402,0.083,0.024,0.0007,0.9997
428,-40.3955,-64.1555,0.0828,0.0137,-0.0075,0.9999
429,-47.0691,-56.9427,0.0564,0.0127,0.0153,0.9998
430,-47.2253,-53.4812,0.0444,0.0203,-0.0141,0.9997
431,-37.4927,-65.7848,0.0721,0.022,-0.034,0.9992
432,-30.6531,-62.8143,0.0654,0.0318,0.0091,0.9995
433,-46.8979,-60.5209,0.0665,-0.0019,-0.025,0.9997
434,-45.8555,-61.1314,0.0649,0.0369,-0.0715,0.9968
435,-44.9306,-61.6278,0.0794,-0.006,-0.0837,0.9965
436,-39.5013,-64.6926,0.0752,-0.0009,-0.0164,0.9999
437,-42.9512,-66.1439,0.0742,0.0247,-0.0154,0.9996
438,-38.4682,-65.2577,0.0699,0.0295,-0.0401,0.9988
439,-36.5644,-66.2858,0.0746,0.0461,-0.0455,0.9979
440,-28.9988,-60.3138,0.0683,0.0079,-0.0008,1.0
441,-47.8094,-59.987,0.0641,0.0125,-0.0062,0.9999
442,-41.1093,-67.166,0.0695,-0.0022,-0.0125,0.9999
443,-40.0313,-67.7645,0.1248,-0.2494,0.0472,0.9672
444,-39.1291,-68.2499,0.0725,0.0529,-0.0637,0.9966
445,-32.2815,-65.2901,0.0614,0.0116,-0.0287,0.9995
446,-45.6725,-64.6237,0.0714,0.0565,-0.0504,0.9971
447,-44.7444,-65.1321,0.069,0.0283,-0.0468,0.9985
448,-42.0329,-66.6563,0.0745,-0.0158,0.0018,0.9999
449,-48.8404,-55.9396,0.042,0.0279,-0.0366,0.9989
450,-39.8499,-66.5226,0.0831,0.5199,-0.1245,0.8451
451,-48.7145,-59.4615,0.054,0.0052,0.0068,1.0
452,-48.5219,-63.0167,0.0662,0.0009,0.0426,0.9991
453,-47.4565,-63.6331,0.0634,0.0501,-0.0894,0.9947
454,-45.979,-62.7229,0.1259,0.0114,0.2016,0.9794
455,-46.5652,-64.1096,0.0658,0.0732,-0.0086,0.9973
456,-40.2119,-68.2096,0.0915,0.3816,-0.0558,0.9226
457,-38.2031,-68.7631,0.0744,0.0738,-0.0581,0.9956
458,-49.4324,-62.4911,0.064,0.0341,0.0275,0.999
459,-43.4717,-68.875,0.0774,0.0164,0.0377,0.9992
460,-42.6045,-69.4461,0.0754,-0.0259,0.0614,0.9978
461,-41.6143,-70.1036,0.0792,0.025,-0.0633,0.9977
462,-37.3026,-69.2742,0.0721,0.0671,-0.0465,0.9967
463,-33.8844,-67.746,0.0616,0.0106,0.015,0.9998
464,-47.8209,-66.0193,0.0687,0.0384,-0.0327,0.9987
465,-46.958,-66.5989,0.068,0.0224,-0.0884,0.9958
466,-46.0673,-67.1562,0.0752,0.0409,-0.0163,0.999
467,-44.3556,-68.2956,0.0841,0.0714,0.0065,0.9974
468,-40.7062,-70.6887,0.0744,0.0359,-0.0436,0.9984
469,-49.6683,-64.7888,0.0659,0.0219,0.032,0.9992
470,-48.5848,-69.1107,0.0704,0.0657,-0.0223,0.9976
471,-47.6984,-69.6745,0.0739,0.076,-0.0274,0.9967
472,-45.9815,-70.7941,0.0773,0.0538,0.024,0.9983
473,-45.1002,-71.3737,0.0811,0.0248,0.0074,0.9997
474,-51.4211,-63.6289,0.0527,0.0119,0.001,0.9999
475,-50.5463,-64.2045,0.0563,0.0073,0.0168,0.9998
476,-48.6991,-65.4698,0.0643,0.0745,-0.0477,0.9961
477,-50.4915,-58.4549,0.0471,0.0296,0.0614,0.9977
478,-43.2366,-72.6007,0.0731,0.0157,-0.0943,0.9954
479,-39.8294,-71.261,0.0713,0.053,-0.0843,0.995
480,-50.3503,-61.9756,0.055,-0.0003,-0.0108,0.9999
481,-50.314,-67.9853,0.066,0.029,-0.0943,0.9951
482,-42.3282,-73.1678,0.0742,0.0889,0.0013,0.996
483,-41.4481,-73.7439,0.0729,0.0599,-0.0322,0.9977
484,-38.9777,-71.8179,0.0799,0.0585,-0.1472,0.9874
485,-52.1256,-60.9583,0.0478,0.0408,-0.0075,0.9991
486,-52.1955,-66.7312,0.0697,0.0019,0.013,0.9999
487,-51.3137,-67.3128,0.0732,0.0347,0.0084,0.9994
488,-49.2092,-65.6627,0.0783,-0.6962,-0.0978,0.7111
489,-44.2109,-71.9433,0.0783,-0.0304,-0.0274,0.9992
490,-49.47,-68.5727,0.0737,0.0335,-0.0879,0.9956
491,-50.1829,-71.565,0.0623,0.0524,-0.0422,0.9977
492,-46.7013,-73.8376,0.0784,-0.0167,-0.0351,0.9992
493,-51.0585,-70.9988,0.072,0.0164,-0.0828,0.9964
494,-37.2563,-72.9123,0.0627,-0.0425,-0.1269,0.991
495,-47.5883,-73.2561,0.0788,0.0187,0.0225,0.9996
496,-45.8274,-74.4094,0.0771,-0.0166,0.0114,0.9998
497,-43.928,-75.6534,0.0777,0.0789,-0.0137,0.9968
498,-49.3144,-72.1516,0.0723,0.0032,-0.0745,0.9972
499,-40.5779,-74.3128,0.0755,0.061,-0.0265,0.9978
500,-44.8529,-75.0484,0.0717,0.0605,-0.0726,0.9955
501,-43.053,-76.2049,0.082,0.0701,-0.1123,0.9912
502,-53.7891,-69.1975,0.069,-0.0058,-0.0024,1.0
503,-52.9084,-69.7728,0.0693,0.0135,-0.0005,0.9999
504,-51.9381,-70.4188,0.0644,0.0851,-0.0178,0.9962
505,-47.4352,-76.8954,0.076,0.0258,-0.0188,0.9995
506,-46.4856,-77.5214,0.0747,0.0651,-0.0566,0.9963
507,-42.1876,-76.7751,0.0733,0.0821,-0.034,0.996
508,-53.5407,-72.9333,0.0689,0.0727,-0.0323,0.9968
509,-51.8063,-74.0746,0.0747,0.0344,-0.0684,0.9971
510,-50.9263,-74.633,0.08,0.0522,-0.0202,0.9984
511,-49.2067,-75.7519,0.0806,-0.0038,0.0076,1.0
512,-48.3193,-76.328,0.0755,0.0032,-0.0087,1.0
513,-54.7502,-65.0326,0.0561,0.0024,-0.0294,0.9996
514,-53.057,-66.152,0.0642,0.0151,-0.02,0.9997
515,-54.6547,-68.6098,0.0603,0.0191,0.0601,0.998
516,-38.8603,-75.3882,0.0616,0.023,-0.0023,0.9997
517,-45.5542,-78.1344,0.0782,0.084,-0.0229,0.9962
518,-54.5257,-72.2756,0.0727,0.0127,0.0243,0.9996
519,-52.683,-73.5042,0.0705,0.0781,-0.05,0.9957
520,-55.4124,-71.7055,0.0648,-0.0183,-0.0346,0.9992
521,-44.6691,-78.701,0.0758,0.0449,-0.044,0.998
522,-49.9245,-78.8162,0.0844,-0.0038,-0.0267,0.9996
523,-52.5407,-77.1344,0.074,0.0371,-0.0242,0.999
524,-50.8236,-78.2438,0.081,0.0046,-0.022,0.9997
525,-49.0805,-79.377,0.092,-0.1651,-0.0122,0.9862
526,-55.143,-75.4486,0.0737,0.0984,-0.0269,0.9948
527,-53.4164,-76.5525,0.0851,0.0536,-0.0038,0.9986
528,-56.2993,-71.1306,0.0712,-0.0258,0.0377,0.999
529,-56.1483,-74.7715,0.0718,0.0254,0.0013,0.9997
530,-40.4703,-77.8677,0.0728,-0.0281,-0.0376,0.9989
531,-48.0565,-80.0368,0.0664,0.0506,-0.1076,0.9929
532,-47.1446,-80.5943,0.0732,0.0277,-0.0353,0.999
533,-57.0318,-74.2049,0.0676,-0.0136,-0.042,0.999
534,-54.3002,-75.999,0.0681,0.0739,-0.0425,0.9964
535,-56.3544,-67.4897,0.0507,0.0502,-0.055,0.9972
536,-43.7998,-79.2733,0.0633,0.0631,-0.0455,0.997
537,-50.6671,-81.8707,0.0709,0.0116,-0.0059,0.9999
538,-45.4142,-81.7424,0.0708,0.044,-0.0399,0.9982
539,-55.9145,-78.4956,0.0736,0.1165,-0.0524,0.9918
540,-54.1529,-79.6203,0.0792,0.0203,-0.0675,0.9975
541,-52.4311,-80.7385,0.0823,0.032,-0.0386,0.9987
542,-51.551,-81.31,0.0787,-0.0053,-0.0167,0.9998
543,-57.9101,-73.6268,0.0619,-0.0347,-0.019,0.9992
544,-49.6527,-82.533,0.0761,0.0449,-0.1109,0.9928
545,-48.7719,-83.1068,0.0731,0.0541,-0.0437,0.9976
546,-46.2744,-81.1636,0.0727,0.0848,-0.0174,0.9963
547,-55.0309,-79.0503,0.0782,0.0331,-0.0342,0.9989
548,-57.9855,-70.0014,0.0604,-0.0019,-0.0489,0.9988
549,-47.9041,-83.6581,0.0751,0.0516,-0.034,0.9981
550,-58.6422,-76.6908,0.0711,0.0085,-0.0334,0.9994
551,-56.7867,-77.9237,0.0684,0.0617,-0.0576,0.9964
552,-54.9524,-76.8203,0.097,0.0913,0.1342,0.9867
553,-56.6394,-81.5391,0.0741,0.051,-0.0176,0.9985
554,-55.7642,-82.0945,0.0721,0.0247,-0.0242,0.9994
555,-54.0462,-83.2217,0.083,0.006,-0.0026,1.0
556,-59.6058,-72.5026,0.0577,-0.0132,-0.0631,0.9979
557,-59.5114,-76.1014,0.0615,0.0209,-0.0026,0.9998
558,-47.04,-84.2475,0.0687,0.0418,-0.0198,0.9989
559,-53.1627,-83.7957,0.0768,0.0306,-0.0047,0.9995
560,-52.2929,-84.3561,0.0818,-0.0493,0.0897,0.9947
561,-57.7585,-77.259,0.0699,0.0267,0.0162,0.9995
562,-57.5095,-80.9591,0.0694,0.078,0.0133,0.9969
563,-43.6935,-82.8481,0.0498,0.0254,-0.0642,0.9976
564,-51.2763,-85.0196,0.0718,0.0465,-0.0857,0.9952
565,-60.251,-79.1852,0.0691,0.0298,-0.0104,0.9995
566,-59.3831,-79.7655,0.072,0.0117,-0.0224,0.9997
567,-55.6846,-85.7617,0.0748,0.0419,0.021,0.9989
568,-54.8056,-86.3258,0.0789,0.0516,-0.0127,0.9986
569,-50.3846,-85.5827,0.073,0.0689,0.0202,0.9974
570,-49.5181,-86.1495,0.0696,0.033,-0.0392,0.9987
571,-48.6458,-86.7316,0.0636,0.0482,-0.0247,0.9985
572,-58.3857,-80.3946,0.0695,0.0755,-0.0621,0.9952
573,-57.3974,-84.6104,0.0823,0.0072,-0.0344,0.9994
574,-53.9176,-86.9034,0.0752,-0.0195,-0.0095,0.9998
575,-52.0472,-88.1382,0.0691,0.0132,-0.078,0.9969
576,-60.9998,-82.2697,0.0685,-0.0002,0.0064,1.0
577,-60.0137,-82.9204,0.0677,0.0658,-0.0742,0.9951
578,-58.2771,-84.049,0.0764,0.044,-0.0298,0.9986
579,-61.2053,-74.9754,0.064,0.0471,0.0099,0.9988
580,-45.2983,-85.3542,0.0706,0.028,0.0364,0.9989
581,-56.9505,-87.7058,0.08,-0.0107,-0.0335,0.9994
582,-56.0834,-88.2906,0.0846,-0.085,-0.0032,0.9964
583,-52.8822,-87.5908,0.0712,0.0197,-0.1156,0.9931
584,-51.1658,-88.6793,0.0664,0.0135,-0.0493,0.9987
585,-61.8665,-81.6815,0.0703,-0.0012,0.0151,0.9999
586,-59.1382,-83.4766,0.0687,0.0677,-0.0186,0.9975
587,-61.1198,-78.5942,0.0654,0.0253,0.0071,0.9997
588,-50.2827,-89.2463,0.0657,0.045,-0.0276,0.9986
589,-62.7411,-81.0907,0.0617,0.0424,0.0015,0.9991
590,-61.5859,-85.3537,0.0677,0.0815,-0.0593,0.9949
591,-60.4,-85.4534,0.0688,0.0355,-0.0019,0.9994
592,-60.6429,-85.8125,0.0823,0.0868,0.0412,0.9954
593,-59.7844,-86.3578,0.0949,0.0908,0.0336,0.9953
594,-59.5308,-86.0226,0.0775,0.0102,-0.067,0.9977
595,-58.6575,-86.5704,0.0739,-0.0305,-0.072,0.9969
596,-58.898,-86.9713,0.0813,0.0321,0.0953,0.9949
597,-57.1892,-88.0879,0.0777,-0.0364,0.0174,0.9992
598,-56.3012,-88.6548,0.0854,-0.0194,-0.0254,0.9995
599,-62.8226,-77.4636,0.0499,-0.0077,-0.0138,0.9999
600,-52.6742,-91.0049,0.0839,-0.0062,-0.0496,0.9988
601,-55.4176,-89.2116,0.0694,0.0044,0.0344,0.9994
602,-54.4767,-90.003,0.0692,0.0626,-0.0869,0.9942
603,-53.3037,-90.1079,0.0696,-0.045,-0.0763,0.9961
604,-53.5082,-90.4491,0.0747,0.055,0.0725,0.9959
605,-52.4476,-90.6592,0.0719,-0.005,-0.0586,0.9983
606,-63.1509,-83.6634,0.0758,-0.0279,0.0948,0.9951
607,-62.2814,-84.2476,0.0693,0.0034,0.0048,1.0
608,-51.5741,-91.2376,0.0652,0.0138,-0.0716,0.9973
609,-51.7974,-91.5662,0.073,0.0466,-0.0272,0.9985
610,-64.0184,-83.1053,0.0681,0.1265,-0.0312,0.9915
611,-63.3743,-84.0104,0.0638,-0.0192,-0.0386,0.9991
612,-62.5199,-84.5852,0.0702,0.0178,0.0256,0.9995
613,-59.1023,-91.0293,0.0813,0.0442,-0.065,0.9969
614,-55.215,-88.8788,0.0711,-0.0291,-0.0026,0.9996
615,-60.8188,-89.9067,0.067,-0.0102,-0.0695,0.9975
616,-63.219,-87.8741,0.0631,0.0967,-0.0345,0.9947
617,-62.528,-88.7304,0.06,0.0475,0.0193,0.9987
618,-57.3271,-92.1491,0.0681,-0.056,-0.0267,0.9981
619,-56.1315,-92.4995,0.0716,0.0554,-0.0765,0.9955
620,-65.2763,-86.958,0.0605,-0.0151,-0.0132,0.9998
621,-55.4083,-93.3858,0.0699,0.0456,-0.0401,0.9982
622,-64.398,-87.5198,0.058,-0.0107,-0.0104,0.9999
623,-61.6654,-89.3226,0.0681,0.0468,-0.024,0.9986
624,-59.6302,-93.7745,0.0728,0.0123,0.0059,0.9999
625,-56.1515,-94.9482,0.0646,0.2882,-0.1487,0.946
626,-54.5588,-93.9569,0.0618,0.0175,-0.0884,0.9959
627,-53.6722,-94.5364,0.0548,0.059,-0.0025,0.9983
628,-65.7394,-81.9912,0.077,0.102,-0.1415,0.9847
629,-66.1616,-86.3785,0.0555,-0.0115,-0.036,0.9993
630,-63.9701,-90.9386,0.0704,0.0357,-0.0511,0.9981
631,-63.0936,-91.4998,0.0633,0.03,-0.0313,0.9991
632,-62.2223,-92.0733,0.0703,0.036,-0.0147,0.9992
633,-60.5096,-93.1978,0.0719,0.0164,-0.01,0.9998
634,-58.2102,-91.5789,0.0752,-0.0299,0.0187,0.9994
635,-58.7472,-94.3384,0.0662,0.0029,0.0003,1.0
636,-57.6968,-95.0359,0.0688,0.0671,-0.0653,0.9956
637,-56.8633,-95.6042,0.0712,0.0351,-0.0785,0.9963
638,-49.8246,-92.3629,0.0413,-0.1356,-0.1185,0.9837
639,-64.257,-83.4391,0.0504,0.0229,0.0044,0.9997
640,-65.8128,-89.7159,0.0591,0.039,0.0038,0.9992
641,-64.828,-90.3622,0.057,0.0616,-0.0946,0.9936
642,-63.8245,-94.5631,0.0732,0.0416,-0.0116,0.9991
643,-62.1213,-95.6898,0.0811,0.0112,-0.0152,0.9998
644,-61.2462,-96.2591,0.0833,-0.0648,-0.0191,0.9977
645,-55.989,-96.1388,0.0675,0.0542,-0.0388,0.9978
646,-66.691,-89.1499,0.0519,0.0019,-0.0208,0.9998
647,-59.3362,-97.5013,0.0667,0.0578,-0.0829,0.9949
648,-55.1076,-96.7081,0.0589,0.0514,-0.0257,0.9983
649,-67.5844,-88.5747,0.0479,-0.0074,-0.0353,0.9993
650,-67.4051,-92.1921,0.0556,0.0468,0.0237,0.9986
651,-66.4251,-92.858,0.0567,0.066,-0.0739,0.9951
652,-64.6898,-94.0131,0.0916,-0.0896,-0.0186,0.9958
653,-68.3054,-91.6399,0.0577,0.0125,-0.0152,0.9998
654,-60.3656,-96.8405,0.0713,-0.0022,-0.0199,0.9998
655,-57.6024,-98.6194,0.07,0.0665,-0.0088,0.9977
656,-51.9679,-95.6224,0.0464,0.0135,-0.0185,0.9997
657,-67.8896,-85.2693,0.0524,0.0794,-0.0679,0.9945
658,-65.5651,-93.4281,0.0618,0.0826,0.0105,0.9965
659,-67.1995,-95.9483,0.0572,0.0882,0.0168,0.996
660,-62.874,-98.7846,0.0743,0.0071,-0.0305,0.9995
661,-58.4712,-98.0831,0.0723,0.0328,-0.0857,0.9958
662,-56.7195,-99.1977,0.0629,0.0381,-0.0504,0.998
663,-66.3365,-96.5291,0.0647,0.049,-0.0338,0.9982
664,-65.4575,-97.0954,0.0669,0.0164,-0.0237,0.9996
665,-63.7518,-98.2115,0.0706,-0.0024,-0.007,1.0
666,-53.382,-97.7988,0.054,-0.0297,-0.0075,0.9995
667,-61.9973,-99.3531,0.0694,0.011,-0.0006,0.9999
668,-60.9309,-100.0003,0.0697,0.1068,-0.0648,0.9922
669,-60.088,-100.5746,0.078,0.0617,-0.0288,0.9977
670,-69.0481,-94.7472,0.0564,0.0178,0.0168,0.9997
671,-69.2994,-87.4643,0.0542,0.0148,-0.0026,0.9999
672,-68.0676,-95.3657,0.0628,0.0961,-0.046,0.9943
673,-59.2107,-101.1131,0.0753,0.0488,-0.0185,0.9986
674,-65.334,-100.6766,0.0681,-0.0093,-0.0115,0.9999
675,-69.1775,-91.0713,0.0481,0.0294,0.0074,0.9995
676,-69.9266,-94.1706,0.0545,0.0086,-0.0145,0.9999
677,-67.0426,-99.5687,0.0648,0.0313,-0.0709,0.997
678,-62.5458,-102.5288,0.0619,0.0514,-0.1127,0.9923
679,-58.3424,-101.705,0.0666,0.0171,-0.0635,0.9978
680,-54.9842,-100.2881,0.0553,-0.0167,-0.0636,0.9978
681,-70.9063,-89.9561,0.0491,0.0028,-0.0347,0.9994
682,-70.8034,-93.5774,0.0457,0.0218,0.0012,0.9998
683,-69.6615,-97.8347,0.0555,0.1167,-0.0362,0.9925
684,-67.9114,-98.9927,0.066,0.0257,-0.0211,0.9994
685,-64.446,-101.2211,0.0623,-0.0636,0.0128,0.9979
686,-71.5263,-96.6543,0.0578,0.0257,-0.0015,0.9997
687,-63.5573,-101.8084,0.0681,0.0133,0.0117,0.9998
688,-61.6643,-103.0191,0.0694,0.0442,-0.0481,0.9979
689,-60.8007,-103.5758,0.0731,0.0244,-0.0576,0.998
690,-70.6389,-97.225,0.0577,0.014,0.0142,0.9998
691,-68.785,-98.4283,0.0636,0.1443,-0.0003,0.9895
692,-70.4044,-100.9457,0.07,0.0189,-0.0444,0.9988
693,-69.5256,-101.5142,0.0671,0.075,-0.0437,0.9962
694,-66.9417,-103.1743,0.0766,0.0032,-0.0373,0.9993
695,-66.0587,-103.7277,0.0781,0.0238,-0.0119,0.9996
696,-62.8559,-104.4891,0.1088,-0.4217,0.1806,0.8886
697,-59.9309,-104.1517,0.0636,0.0576,-0.0298,0.9979
698,-72.4011,-96.0764,0.0451,0.0144,-0.0083,0.9999
699,-68.6528,-102.0739,0.0648,0.0311,-0.0445,0.9985
700,-71.3043,-100.3761,0.0614,0.0811,-0.0585,0.995
701,-65.1687,-104.3016,0.0737,-0.0201,0.0278,0.9994
702,-64.1135,-104.9571,0.0663,0.0974,-0.0735,0.9925
703,-63.2674,-105.5077,0.0642,0.0657,-0.0392,0.9971
704,-56.6044,-102.783,0.0577,0.0488,0.0065,0.9988
705,-72.2453,-99.7295,0.0622,0.0332,0.0131,0.9994
706,-62.3967,-106.0966,0.0699,0.0209,-0.0262,0.9994
707,-73.1447,-99.1819,0.0615,0.0164,-0.0229,0.9996
708,-70.7421,-100.8612,0.0838,0.1366,0.3606,0.9226
709,-68.5346,-105.6781,0.0719,0.0118,-0.0123,0.9999
710,-67.6777,-106.2411,0.0753,-0.0246,-0.0232,0.9994
711,-61.5115,-106.6291,0.0608,0.1051,0.1318,0.9857
712,-74.1184,-94.9647,0.0403,-0.0035,-0.0193,0.9998
713,-74.0203,-98.5962,0.046,0.0022,-0.0612,0.9981
714,-72.8818,-102.8469,0.0604,0.0839,-0.0613,0.9946
715,-71.1174,-104.0124,0.0693,0.043,-0.0241,0.9988
716,-70.2412,-104.5854,0.0684,0.0157,-0.0305,0.9994
717,-64.8777,-108.0322,0.0686,0.0352,-0.0526,0.998
718,-58.1784,-105.2443,0.06,0.0193,-0.0324,0.9993
719,-73.8397,-102.2305,0.0632,-0.0067,-0.0139,0.9999
720,-71.989,-103.437,0.0695,0.0412,-0.0342,0.9986
721,-66.7722,-106.8205,0.0687,-0.0216,-0.0331,0.9992
722,-65.7243,-107.4933,0.0788,0.1439,-0.0954,0.985
723,-74.7345,-101.672,0.062,-0.0036,-0.0338,0.9994
724,-72.7176,-106.519,0.0752,0.0798,-0.0281,0.9964
725,-71.8501,-107.0934,0.074,0.0329,-0.0504,0.9982
726,-70.1285,-108.1688,0.082,0.0239,0.077,0.9967
727,-69.2941,-108.7636,0.1267,-0.1249,-0.0671,0.9899
728,-64.0187,-108.5986,0.0743,0.013,-0.0473,0.9988
729,-75.622,-101.0928,0.0565,0.0008,-0.0309,0.9995
730,-74.5143,-105.3681,0.0671,0.0953,-0.0873,0.9916
731,-67.323,-109.9678,0.0657,0.1199,-0.1155,0.986
732,-63.1333,-109.1662,0.0589,0.0524,-0.0251,0.9983
733,-59.7913,-107.7478,0.0626,-0.0205,-0.0335,0.9992
734,-75.7262,-97.4901,0.0501,-0.0133,-0.0204,0.9997
735,-75.4597,-104.7613,0.0653,-0.0007,-0.0282,0.9996
736,-76.3331,-104.1829,0.0611,0.0218,-0.0345,0.9992
737,-68.3683,-109.3054,0.0758,-0.0189,-0.0246,0.9995
738,-65.6063,-111.0862,0.0742,0.0356,-0.0497,0.9981
739,-73.6038,-105.9445,0.0642,0.0887,0.003,0.9961
740,-77.2203,-103.603,0.0617,0.0067,-0.0179,0.9998
741,-74.3201,-109.0211,0.0713,0.0578,-0.0527,0.9969
742,-73.4303,-109.5784,0.0695,0.0529,-0.0192,0.9984
743,-71.7189,-110.6892,0.0784,0.0406,-0.0077,0.9991
744,-70.8552,-111.2439,0.0807,0.0453,0.0002,0.999
745,-66.4775,-110.5185,0.0682,0.0533,-0.0465,0.9975
746,-64.731,-111.6514,0.075,-0.0247,-0.0412,0.9988
747,-77.3233,-99.9778,0.0598,0.0013,-0.0099,1.0
748,-68.9236,-112.4754,0.0693,0.1186,-0.1179,0.9859
749,-68.0797,-113.0327,0.0733,0.0805,0.0015,0.9968
750,-61.4149,-110.2776,0.0551,0.0385,0.0045,0.9992
751,-77.0614,-107.2742,0.0716,-0.0376,-0.0825,0.9959
752,-76.0995,-107.8322,0.0717,0.0902,-0.0765,0.993
753,-69.9569,-111.8039,0.0767,0.0176,0.0191,0.9997
754,-77.9258,-106.6794,0.0722,0.0192,-0.1579,0.9873
755,-75.2038,-108.4462,0.0689,0.1122,0.0489,0.9925
756,-67.208,-113.6015,0.0731,0.0182,-0.0528,0.9984
757,-75.0438,-112.1003,0.0733,0.0582,-0.021,0.9981
758,-73.3337,-113.2183,0.0793,-0.0028,-0.0842,0.9964
759,-78.8239,-106.1237,0.0599,0.0053,-0.068,0.9977
760,-77.7171,-110.4109,0.0613,0.1129,-0.0351,0.993
761,-76.8078,-110.9661,0.0675,0.0641,-0.0453,0.9969
762,-72.4582,-113.7631,0.0733,-0.0017,-0.0871,0.9962
763,-71.576,-114.3219,0.0804,-0.0462,0.0163,0.9988
764,-70.5509,-114.9764,0.0712,0.0965,-0.0948,0.9908
765,-66.3217,-114.1547,0.0707,0.0595,-0.0194,0.998
766,-78.9416,-102.506,0.0567,0.0077,-0.0266,0.9996
767,-75.9278,-111.5325,0.0776,0.0303,-0.0431,0.9986
768,-63.0115,-112.7688,0.0689,0.0309,-0.0319,0.999
769,-79.5296,-109.2096,0.0608,0.0429,-0.0416,0.9982
770,-78.6471,-109.7707,0.0647,0.0221,0.004,0.9997
771,-78.384,-113.451,0.0748,0.0504,-0.0507,0.9974
772,-77.4958,-114.0033,0.0732,0.0796,-0.0051,0.9968
773,-76.6163,-114.5889,0.0834,0.0722,-0.0216,0.9972
774,-74.8922,-115.6756,0.0804,0.0562,-0.0352,0.9978
775,-74.0309,-116.2473,0.0792,-0.0224,-0.0349,0.9991
776,-68.7117,-114.0895,0.0841,-0.0657,-0.0826,0.9944
777,-69.6698,-115.524,0.0712,0.0473,-0.0269,0.9985
778,-68.7917,-116.0874,0.0667,0.0455,-0.0183,0.9988
779,-67.9159,-116.6536,0.0637,0.0226,-0.0617,0.9978
780,-80.5391,-105.0263,0.0517,-0.0065,-0.0287,0.9996
781,-80.4213,-108.6474,0.0542,0.0039,-0.0214,0.9998
782,-79.3068,-112.8609,0.0635,0.0632,-0.0518,0.9967
783,-73.134,-116.8014,0.0745,-0.0109,-0.0039,0.9999
784,-72.123,-117.4459,0.0794,0.1174,0.0158,0.993
785,-71.1707,-117.9789,0.1597,0.1362,0.0224,0.9904
786,-64.5853,-115.2426,0.0617,0.0063,-0.0252,0.9997
787,-80.2222,-112.2567,0.0627,0.0106,-0.006,0.9999
788,-81.1066,-111.696,0.0547,0.043,-0.0064,0.9991
789,-70.3773,-118.573,0.0698,0.02,-0.0819,0.9964
790,-75.5966,-118.724,0.0724,0.0298,0.0064,0.9995
791,-69.4957,-119.1514,0.0683,-0.0195,-0.0892,0.9958
792,-82.1573,-107.555,0.0473,0.0099,-0.0109,0.9999
793,-82.0031,-111.1324,0.0556,-0.0061,-0.0447,0.999
794,-80.8544,-115.342,0.0687,0.082,-0.0493,0.9954
795,-79.9628,-115.9346,0.0706,0.0274,-0.0382,0.9989
796,-79.0816,-116.4961,0.0687,0.0803,-0.0327,0.9962
797,-78.1994,-117.0496,0.0797,0.0462,-0.0282,0.9985
798,-76.486,-118.1771,0.0787,0.02,-0.0352,0.9992
799,-66.1815,-117.7569,0.0582,0.0478,-0.0254,0.9985
800,-82.6974,-114.2091,0.0596,0.0291,-0.0617,0.9977
801,-74.7332,-119.305,0.0714,-0.035,-0.0055,0.9994
802,-80.697,-119.0309,0.0743,0.0527,-0.0461,0.9975
803,-79.8198,-119.589,0.0838,0.0339,-0.0181,0.9993
804,-78.0933,-120.7006,0.0922,0.0046,0.0143,0.9999
805,-77.1995,-121.2489,0.0834,0.0008,0.017,0.9999
806,-73.731,-119.9514,0.0815,0.1043,-0.1017,0.9893
807,-72.8711,-120.5478,0.1343,-0.0739,-0.0059,0.9972
